artifact_key,node_full_path,topic,domain,indicator_name,short_name,kb_level,achievement_text,achievement_item_no,achievement_item_text,title,description
ВССТ.ПЛН.8#2,Восстановление.Планирование восстановления.ВССТ.ПЛН.8.2,Восстановление,Планирование восстановления,Тестирование планов по реагированию и восстановлению проводятся совместно с поставщиками и сторонними провайдерами (имеющими доступ в инфраструктуру Общества),ВССТ.ПЛН.8,КБ3,"1. Формализованный план восстановления
2.Отчеты о проведенных тестированиях",2,Отчеты о проведенных тестированиях,Отчеты о проведенных тестированиях,""
ВССТ.ПЛН.9,Восстановление.Планирование восстановления.ВССТ.ПЛН.9,Восстановление,Планирование восстановления,Планы восстановления совершенствуются по результатам тестирования и реагирования,ВССТ.ПЛН.9,КБ2,"Лист учета изменений планов/протоколы заседаний комиссий, рабочих групп и т.д.",,"Лист учета изменений планов/протоколы заседаний комиссий, рабочих групп и т.д.","Лист учета изменений планов/протоколы заседаний комиссий, рабочих групп и т.д.",""
МНТ.A.3,Мониторинг.Аномалии и события.МНТ.A.3,Мониторинг,Аномалии и события,Обеспечено хранение событий ИБ минимум в течении 6 месяцев,МНТ.A.3,КБ2,Выгрузка конфигураций SIEM/снимки экрана с настройками,,Выгрузка конфигураций SIEM/снимки экрана с настройками,Выгрузка конфигураций SIEM/снимки экрана с настройками,""
МНТ.SIEM.1#1,Мониторинг.SIEM.МНТ.SIEM.1.1,Мониторинг,SIEM,Процент покрытия инфраструктуры лицензиями на мониторинг,МНТ.SIEM.1,КБ2,"1. Штатное расписание, долностные инструкции
2. Скан-копии лицензий, снимок экрана ЛК

Или копия договора на услугу SOC",1,"Штатное расписание, долностные инструкции","Штатное расписание, долностные инструкции",""
МНТ.SIEM.1#2,Мониторинг.SIEM.МНТ.SIEM.1.2,Мониторинг,SIEM,Процент покрытия инфраструктуры лицензиями на мониторинг,МНТ.SIEM.1,КБ2,"1. Штатное расписание, долностные инструкции
2. Скан-копии лицензий, снимок экрана ЛК

Или копия договора на услугу SOC",2,"Скан-копии лицензий, снимок экрана ЛК

Или копия договора на услугу SOC","Скан-копии лицензий, снимок экрана ЛК

Или копия договора на услугу SOC",""
МНТ.SIEM.10,Мониторинг.SIEM.МНТ.SIEM.10,Мониторинг,SIEM,Контроль событий СЗИ,МНТ.SIEM.10,КБ2,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),""
МНТ.SIEM.11,Мониторинг.SIEM.МНТ.SIEM.11,Мониторинг,SIEM,Контроль событий о действиях привелигированных пользователей,МНТ.SIEM.11,КБ2,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),""
МНТ.SIEM.12,Мониторинг.SIEM.МНТ.SIEM.12,Мониторинг,SIEM,Внедрен процесс управления сбоями и мониторинга работоспособности SIEM,МНТ.SIEM.12,КБ2,"Формализованный документ, описывающий процесс управления сбоями и мониторинга работоспособности SIEM
- Выгрузка конфигураций ПО мониторинга/снимки экрана с настройками
- ПСИ на SIEM",,"Формализованный документ, описывающий процесс управления сбоями и мониторинга работоспособности SIEM
- Выгрузка конфигураций ПО мониторинга/снимки экрана с настройками
- ПСИ на SIEM","Формализованный документ, описывающий процесс управления сбоями и мониторинга работоспособности SIEM
- Выгрузка конфигураций ПО мониторинга/снимки экрана с настройками
- ПСИ на SIEM",""
МНТ.SIEM.13#1,Мониторинг.SIEM.МНТ.SIEM.13.1,Мониторинг,SIEM,"Осуществляется контроль событий о действиях внешних поставщиков ИТ услуг, имеющих доступ к инфраструктуре Общества",МНТ.SIEM.13,КБ2,"1. Формализованный порядок взаимодействия с внешним поставщиком
2.Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила)",1,Формализованный порядок взаимодействия с внешним поставщиком,Формализованный порядок взаимодействия с внешним поставщиком,""
МНТ.SIEM.13#2,Мониторинг.SIEM.МНТ.SIEM.13.2,Мониторинг,SIEM,"Осуществляется контроль событий о действиях внешних поставщиков ИТ услуг, имеющих доступ к инфраструктуре Общества",МНТ.SIEM.13,КБ2,"1. Формализованный порядок взаимодействия с внешним поставщиком
2.Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила)",2,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),""
МНТ.SIEM.2,Мониторинг.SIEM.МНТ.SIEM.2,Мониторинг,SIEM,Процент покрытия инфраструктуры мониторингом,МНТ.SIEM.2,КБ2,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники),,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники),Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники),""
МНТ.SIEM.3,Мониторинг.SIEM.МНТ.SIEM.3,Мониторинг,SIEM,Определен набор решающих правил и пороги страбатывания,МНТ.SIEM.3,КБ2,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),""
МНТ.SIEM.4,Мониторинг.SIEM.МНТ.SIEM.4,Мониторинг,SIEM,"Осуществляется сбор событий, необходимых для детекта и обогащения в объеме, достаточном для решения задач            
(- создания, изменения, удаления субъектов и объектов доступа;
- аутентификации (вход и выход субъектов);
- авторизации (доступа субъектов к объектам);
- запуска и остановки, удаления и остановки служб (ПО);
- изменения настроек ПО и средств защиты информации;
- обработки сетевого трафика (netflow))",МНТ.SIEM.4,КБ2,"Согласованный список источников
Согласованный список собираемых событий (соответствующий требованиям по харденингу ПАО
Плейбуки по процессу
Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила)",,"Согласованный список источников
Согласованный список собираемых событий (соответствующий требованиям по харденингу ПАО
Плейбуки по процессу
Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила)","Согласованный список источников
Согласованный список собираемых событий (соответствующий требованиям по харденингу ПАО
Плейбуки по процессу
Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила)",""
МНТ.SIEM.5,Мониторинг.SIEM.МНТ.SIEM.5,Мониторинг,SIEM,Настроенные решающие правила соответствуют ТТР Блока ИБ,МНТ.SIEM.5,КБ2,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),""
МНТ.SIEM.6,Мониторинг.SIEM.МНТ.SIEM.6,Мониторинг,SIEM,Контролируются сетевые события,МНТ.SIEM.6,КБ2,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),""
МНТ.SIEM.7,Мониторинг.SIEM.МНТ.SIEM.7,Мониторинг,SIEM,Контролируются  события ОС,МНТ.SIEM.7,КБ2,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),""
МНТ.SIEM.8,Мониторинг.SIEM.МНТ.SIEM.8,Мониторинг,SIEM,Контролируются события СУБД,МНТ.SIEM.8,КБ2,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),""
МНТ.SIEM.9,Мониторинг.SIEM.МНТ.SIEM.9,Мониторинг,SIEM,Контролируются события прикладных ИС,МНТ.SIEM.9,КБ2,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),""
МНТ.ПР.1,Мониторинг.Мониторинг - Процессы.МНТ.ПР.1,Мониторинг,Мониторинг - Процессы,Процесс анализа информации о киберугрозах,МНТ.ПР.1,КБ2,Справки/отчеты о выполнении рекомендаций,,Справки/отчеты о выполнении рекомендаций,Справки/отчеты о выполнении рекомендаций,""
МНТ.ПР.2,Мониторинг.Мониторинг - Процессы.МНТ.ПР.2,Мониторинг,Мониторинг - Процессы,Процесс мониторинга событий ИБ,МНТ.ПР.2,КБ2,"Формализованный документ, регламентирующий процесс мониторинга событий ИБ",,"Формализованный документ, регламентирующий процесс мониторинга событий ИБ","Формализованный документ, регламентирующий процесс мониторинга событий ИБ",""
МНТ.ПР.3,Мониторинг.Мониторинг - Процессы.МНТ.ПР.3,Мониторинг,Мониторинг - Процессы,Процесс создания решающих правил,МНТ.ПР.3,КБ2,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),""
МНТ.ПР.4#1,Мониторинг.Мониторинг - Процессы.МНТ.ПР.4.1,Мониторинг,Мониторинг - Процессы,Процесс подключения источников информации,МНТ.ПР.4,КБ2,"1. Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила)
2. Выгрузка из систем инвентаризации",1,Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила),""
МНТ.ПР.4#2,Мониторинг.Мониторинг - Процессы.МНТ.ПР.4.2,Мониторинг,Мониторинг - Процессы,Процесс подключения источников информации,МНТ.ПР.4,КБ2,"1. Выгрузка конфигураций SIEM/снимки экрана с настройками (подключенные источники и решающие правила)
2. Выгрузка из систем инвентаризации",2,Выгрузка из систем инвентаризации,Выгрузка из систем инвентаризации,""
МНТ.ПР.5,Мониторинг.Мониторинг - Процессы.МНТ.ПР.5,Мониторинг,Мониторинг - Процессы,Процесс контроля источников информации,МНТ.ПР.5,КБ2,"Формализованный документ, регламентирующий процесс контроля источников",,"Формализованный документ, регламентирующий процесс контроля источников","Формализованный документ, регламентирующий процесс контроля источников",""
НС.КИИ.10,Нормативное соответствие.КИИ.НС.КИИ.10,Нормативное соответствие,КИИ,Подготовка к импортозамещению (до 1 января 2025г.) иностранного ПО на значимых объектах КИИ: в части общесистемного (ОС) и прикладного ПО,НС.КИИ.10,КБ2,"1) План перехода на преимущественное применение доверенных программно-аппаратных комплексов на принадлежащих ему значимых объектах критической информационной инфраструктуры Российской Федерации;
2) Утвержденный Минцифры России ""Детализированный план
перехода на использование российского ПО"".",,"1) План перехода на преимущественное применение доверенных программно-аппаратных комплексов на принадлежащих ему значимых объектах критической информационной инфраструктуры Российской Федерации;
2) Утвержденный Минцифры России ""Детализированный план
перехода на использование российского ПО"".","1) План перехода на преимущественное применение доверенных программно-аппаратных комплексов на принадлежащих ему значимых объектах критической информационной инфраструктуры Российской Федерации;
2) Утвержденный Минцифры России ""Детализированный план
перехода на использование российского ПО"".",""
НС.КИИ.11,Нормативное соответствие.КИИ.НС.КИИ.11,Нормативное соответствие,КИИ,Подготовка к импортозамещению (до 1 января 2025г.) иностранного ПО на значимых объектах КИИ: в части ПО входящего в состав средств (систем) обеспечения ИБ,НС.КИИ.11,КБ2,"1) План перехода на отечественные СЗИ;
2) Разработанное ПМИ;
3) Протоколы проведения испытаний СЗИ.",,"1) План перехода на отечественные СЗИ;
2) Разработанное ПМИ;
3) Протоколы проведения испытаний СЗИ.","1) План перехода на отечественные СЗИ;
2) Разработанное ПМИ;
3) Протоколы проведения испытаний СЗИ.",""
НС.КИИ.12,Нормативное соответствие.КИИ.НС.КИИ.12,Нормативное соответствие,КИИ,Подготовка к импортозамещению (до 1 января 2025г.) ПАК на значимых объектах КИИ,НС.КИИ.12,КБ2,"1) План перехода на отечественные СЗИ;
2) Разработанное ПМИ;
3) Протоколы проведения испытаний СЗИ.",,"1) План перехода на отечественные СЗИ;
2) Разработанное ПМИ;
3) Протоколы проведения испытаний СЗИ.","1) План перехода на отечественные СЗИ;
2) Разработанное ПМИ;
3) Протоколы проведения испытаний СЗИ.",""
НС.КИИ.13,Нормативное соответствие.КИИ.НС.КИИ.13,Нормативное соответствие,КИИ,Информирование и обучение персонала,НС.КИИ.13,КБ2,"1) Разработанный внутренний нормативный документ: ""Положение о повышении осведомленности работников"";
2) Организация рассылок работникам Общества с наиболее актуальной информацией в области информационной безопасности (угрозы информационной безопасности, схемы мошенничества, правила безопасной работы);
3) Организация обучения работников в очной/заочной форме (например, онлайн курсы с последующим тестированием знаний)",,"1) Разработанный внутренний нормативный документ: ""Положение о повышении осведомленности работников"";
2) Организация рассылок работникам Общества с наиболее актуальной информацией в области информационной безопасности (угрозы информационной безопасности, схемы мошенничества, правила безопасной работы);
3) Организация обучения работников в очной/заочной форме (например, онлайн курсы с последующим тестированием знаний)","1) Разработанный внутренний нормативный документ: ""Положение о повышении осведомленности работников"";
2) Организация рассылок работникам Общества с наиболее актуальной информацией в области информационной безопасности (угрозы информационной безопасности, схемы мошенничества, правила безопасной работы);
3) Организация обучения работников в очной/заочной форме (например, онлайн курсы с последующим тестированием знаний)",""
НС.КИИ.15~ef5514bc,Нормативное соответствие.КИИ.НС.КИИ.15.ef5514bc,Нормативное соответствие,КИИ,"Предоставлены своевременные ответы на запросы ФСТЭК России о выполнении мер по защите информации, рекомендованных к реализации (ответы предоставлены на более чем 95% запросов)",НС.КИИ.15,КБ2,Перечень запросов со стороны ФСТЭК России и ответов на них.,,Перечень запросов со стороны ФСТЭК России и ответов на них.,Перечень запросов со стороны ФСТЭК России и ответов на них.,""
НС.КИИ.7,Нормативное соответствие.КИИ.НС.КИИ.7,Нормативное соответствие,КИИ,Реализованы организационные меры для обеспечения информационной безопаности значимых объектов КИИ (ЗОКИИ),НС.КИИ.7,КБ2,"1) Утвержденная МУиН;
 2) Базовый набор  организационных и технических мер по обеспечению безопасности
3) Разработанные компенсирующие меры (пообъектно).
4) Комплект ОРД и ВНД регламентирующие процессы обеспечения безопасности ОКИИ",,"1) Утвержденная МУиН;
 2) Базовый набор  организационных и технических мер по обеспечению безопасности
3) Разработанные компенсирующие меры (пообъектно).
4) Комплект ОРД и ВНД регламентирующие процессы обеспечения безопасности ОКИИ","1) Утвержденная МУиН;
 2) Базовый набор  организационных и технических мер по обеспечению безопасности
3) Разработанные компенсирующие меры (пообъектно).
4) Комплект ОРД и ВНД регламентирующие процессы обеспечения безопасности ОКИИ",""
НС.КИИ.8,Нормативное соответствие.КИИ.НС.КИИ.8,Нормативное соответствие,КИИ,Реализованы технические меры для обеспечения информационной безопаности значимых объектов КИИ (ЗОКИИ),НС.КИИ.8,КБ2,"Разработанная Проектная и эксплуатационная документация:
1) Техническое задание (ТЗ) на создание СОИБ КИИ.
2) Техническое решение (ТР) СОИБ КИИ.
3) Программа и методика испытаний (ПМИ) СОИБ КИИ.
4) протокол ПСИ
5) Утвержденный Акт ввода в эксплуатацию СОИБ КИИ.

Актуальные скрин-шоты по контролям ПМИ
Отчет\акт о результатах контроля СОИБ КИИ не реже, чем раз в 3 года",,"Разработанная Проектная и эксплуатационная документация:
1) Техническое задание (ТЗ) на создание СОИБ КИИ.
2) Техническое решение (ТР) СОИБ КИИ.
3) Программа и методика испытаний (ПМИ) СОИБ КИИ.
4) протокол ПСИ
5) Утвержденный Акт ввода в эксплуатацию СОИБ КИИ.

Актуальные скрин-шоты по контролям ПМИ
Отчет\акт о результатах контроля СОИБ КИИ не реже, чем раз в 3 года","Разработанная Проектная и эксплуатационная документация:
1) Техническое задание (ТЗ) на создание СОИБ КИИ.
2) Техническое решение (ТР) СОИБ КИИ.
3) Программа и методика испытаний (ПМИ) СОИБ КИИ.
4) протокол ПСИ
5) Утвержденный Акт ввода в эксплуатацию СОИБ КИИ.

Актуальные скрин-шоты по контролям ПМИ
Отчет\акт о результатах контроля СОИБ КИИ не реже, чем раз в 3 года",""
РЕАГ.PB.5.9.3.5,Реагирование.Плейбуки.РЕАГ.PB.5.9.3.5,Реагирование,Плейбуки,Наличие плейбука по реагированию на сработки (NGFW),РЕАГ.PB.5.9.3.5,КБ2,"Формализованные плейбуки
Отчеты о тестировании",,"Формализованные плейбуки
Отчеты о тестировании","Формализованные плейбуки
Отчеты о тестировании",""
РЕАГ.PB.5.9.3.6,Реагирование.Плейбуки.РЕАГ.PB.5.9.3.6,Реагирование,Плейбуки,Наличие плейбука по реагированию на сработки (Прокси-сервер),РЕАГ.PB.5.9.3.6,КБ2,"Формализованные плейбуки
Отчеты о тестировании",,"Формализованные плейбуки
Отчеты о тестировании","Формализованные плейбуки
Отчеты о тестировании",""
РЕАГ.PB.5.9.3.7,Реагирование.Плейбуки.РЕАГ.PB.5.9.3.7,Реагирование,Плейбуки,Наличие плейбука по реагированию на сработки (Anti-DDoS),РЕАГ.PB.5.9.3.7,КБ2,"Формализованные плейбуки
Отчеты о тестировании",,"Формализованные плейбуки
Отчеты о тестировании","Формализованные плейбуки
Отчеты о тестировании",""
РЕАГ.PB.5.9.3.8,Реагирование.Плейбуки.РЕАГ.PB.5.9.3.8,Реагирование,Плейбуки,Наличие плейбука по реагированию на сработки (Антиспам),РЕАГ.PB.5.9.3.8,КБ2,"Формализованные плейбуки
Отчеты о тестировании",,"Формализованные плейбуки
Отчеты о тестировании","Формализованные плейбуки
Отчеты о тестировании",""
РЕАГ.АНЛЗ.1,Реагирование.Анализ и расследование.РЕАГ.АНЛЗ.1,Реагирование,Анализ и расследование,Есть собственная команда или договор на расследование инцидентов ИБ,РЕАГ.АНЛЗ.1,КБ2,Штатное расписание/положение о подразделении/долностная инструкция/скан-копия сервисного договора,,Штатное расписание/положение о подразделении/долностная инструкция/скан-копия сервисного договора,Штатное расписание/положение о подразделении/долностная инструкция/скан-копия сервисного договора,""
РЕАГ.АНЛЗ.2#1,Реагирование.Анализ и расследование.РЕАГ.АНЛЗ.2.1,Реагирование,Анализ и расследование,Процесс расследования инцидентов,РЕАГ.АНЛЗ.2,КБ2,"1. Формализованный документ, регламентирующий процесс расследования инцидентов ИБ
2. Снимки экрана средств автоматизации и базы знаний",1,"Формализованный документ, регламентирующий процесс расследования инцидентов ИБ","Формализованный документ, регламентирующий процесс расследования инцидентов ИБ",""
РЕАГ.АНЛЗ.2#2,Реагирование.Анализ и расследование.РЕАГ.АНЛЗ.2.2,Реагирование,Анализ и расследование,Процесс расследования инцидентов,РЕАГ.АНЛЗ.2,КБ2,"1. Формализованный документ, регламентирующий процесс расследования инцидентов ИБ
2. Снимки экрана средств автоматизации и базы знаний",2,Снимки экрана средств автоматизации и базы знаний,Снимки экрана средств автоматизации и базы знаний,""
РЕАГ.АНЛЗ.3~77f0bd54,Реагирование.Анализ и расследование.РЕАГ.АНЛЗ.3.77f0bd54,Реагирование,Анализ и расследование,Анализируются причины возникновения инцидентов,РЕАГ.АНЛЗ.3,КБ2,"КБ1+ скриншоты из автоматизированных систем, дашбордов с метриками",,"КБ1+ скриншоты из автоматизированных систем, дашбордов с метриками","КБ1+ скриншоты из автоматизированных систем, дашбордов с метриками",""
РЕАГ.АНЛЗ.4~fbe0ff6a,Реагирование.Анализ и расследование.РЕАГ.АНЛЗ.4.fbe0ff6a,Реагирование,Анализ и расследование,Процесс пост-анализа инцидентов,РЕАГ.АНЛЗ.4,КБ2,"КБ1+Формализованный документ, регламентирующий процесс пост-анализа+снимки экрана средств автоматизации",,"КБ1+Формализованный документ, регламентирующий процесс пост-анализа+снимки экрана средств автоматизации","КБ1+Формализованный документ, регламентирующий процесс пост-анализа+снимки экрана средств автоматизации",""
РЕАГ.АНЛЗ.5,Реагирование.Анализ и расследование.РЕАГ.АНЛЗ.5,Реагирование,Анализ и расследование,Проводятся регулярные киберучения по реагированию на инциденты ИБ,РЕАГ.АНЛЗ.5,КБ2,"Формализованные документы по проведению киберучений по реагированию на инциденты ИБ
Планы проведения киберучений",,"Формализованные документы по проведению киберучений по реагированию на инциденты ИБ
Планы проведения киберучений","Формализованные документы по проведению киберучений по реагированию на инциденты ИБ
Планы проведения киберучений",""
РЕАГ.КМНК.1,Реагирование.Коммуникации.РЕАГ.КМНК.1,Реагирование,Коммуникации,"Определен и обновляется список участников процессов реагирования (ИБ, ИТ, PR, HR, юристы, подрядчики)",РЕАГ.КМНК.1,КБ2,"Формализованный документ, регламентирующий порядок взаимодействия смежных подразделений на инциденты ИБ",,"Формализованный документ, регламентирующий порядок взаимодействия смежных подразделений на инциденты ИБ","Формализованный документ, регламентирующий порядок взаимодействия смежных подразделений на инциденты ИБ",""
РЕАГ.КМНК.2,Реагирование.Коммуникации.РЕАГ.КМНК.2,Реагирование,Коммуникации,Определены средства и каналы коммуникации и приоритет их использования,РЕАГ.КМНК.2,КБ2,"Формализованный документ, регламентирующий порядок взаимодействия смежных подразделений на инциденты ИБ",,"Формализованный документ, регламентирующий порядок взаимодействия смежных подразделений на инциденты ИБ","Формализованный документ, регламентирующий порядок взаимодействия смежных подразделений на инциденты ИБ",""
РЕАГ.КМНК.3,Реагирование.Коммуникации.РЕАГ.КМНК.3,Реагирование,Коммуникации,Определен порядок эскалации инцидентов,РЕАГ.КМНК.3,КБ2,"Формализованный документ, регламентирующий критерии и порядок эскалации инцидентов ИБ",,"Формализованный документ, регламентирующий критерии и порядок эскалации инцидентов ИБ","Формализованный документ, регламентирующий критерии и порядок эскалации инцидентов ИБ",""
РЕАГ.КМНК.4~83cd15d2,Реагирование.Коммуникации.РЕАГ.КМНК.4.83cd15d2,Реагирование,Коммуникации,Определен порядок взаимодействия с регуляторами по инцидентам ИБ,РЕАГ.КМНК.4,КБ2,"Формализованный документ, регламентирующий порядок взаимодействия с регуляторами",,"Формализованный документ, регламентирующий порядок взаимодействия с регуляторами","Формализованный документ, регламентирующий порядок взаимодействия с регуляторами",""
РЕАГ.КМНК.5~1ef8ec76,Реагирование.Коммуникации.РЕАГ.КМНК.5.1ef8ec76,Реагирование,Коммуникации,Для значимых инцидентов подготовлены планы коммуникаций,РЕАГ.КМНК.5,КБ2,"Формализованный документ, регламентирующий порядок взаимодействия смежных подразделений на инциденты ИБ",,"Формализованный документ, регламентирующий порядок взаимодействия смежных подразделений на инциденты ИБ","Формализованный документ, регламентирующий порядок взаимодействия смежных подразделений на инциденты ИБ",""
РЕАГ.ПЛР.1~72ecab77,Реагирование.Планирование реагирования.РЕАГ.ПЛР.1.72ecab77,Реагирование,Планирование реагирования,Процесс реагирования на инциденты ИБ,РЕАГ.ПЛР.1,КБ2,"Формализованный документ, регламентирующий процесс реагирования на инциденты ИБ
Сники экрана средств автоматизации",,"Формализованный документ, регламентирующий процесс реагирования на инциденты ИБ
Сники экрана средств автоматизации","Формализованный документ, регламентирующий процесс реагирования на инциденты ИБ
Сники экрана средств автоматизации",""
РЕАГ.ПЛР.2~8a93b6b9,Реагирование.Планирование реагирования.РЕАГ.ПЛР.2.8a93b6b9,Реагирование,Планирование реагирования,Процесс категорирования инцидентов ИБ,РЕАГ.ПЛР.2,КБ2,"Формализованный документ, регламентирующий процесс категорирования инцидентов ИБ;
Сники экрана средств автоматизации",,"Формализованный документ, регламентирующий процесс категорирования инцидентов ИБ;
Сники экрана средств автоматизации","Формализованный документ, регламентирующий процесс категорирования инцидентов ИБ;
Сники экрана средств автоматизации",""
РЕАГ.ПЛР.3,Реагирование.Планирование реагирования.РЕАГ.ПЛР.3,Реагирование,Планирование реагирования,Определен мандат на действие в ходе реагирования на инцидент,РЕАГ.ПЛР.3,КБ2,"Формализованный документ, регламентирующий процесс категорирования инцидентов ИБ;
Сники экрана средств автоматизации",,"Формализованный документ, регламентирующий процесс категорирования инцидентов ИБ;
Сники экрана средств автоматизации","Формализованный документ, регламентирующий процесс категорирования инцидентов ИБ;
Сники экрана средств автоматизации",""
РЕАГ.ПЛР.4,Реагирование.Планирование реагирования.РЕАГ.ПЛР.4,Реагирование,Планирование реагирования,Планы реагирования совершенствуются по результатам тестирования и пост-анализа,РЕАГ.ПЛР.4,КБ2,"Планы реагирования
Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",,"Планы реагирования
Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.","Планы реагирования
Справки/аналитические записки, материалы/служебные записки/протоколы заседаний РГ, комиссий и т.д.",""
